"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"EDWA43CF","journalArticle","2024","van der Velden, Peter G.; Wittmann, Lutz; Contino, Carlo; van der Meulen, Erik; Das, Marcel; Adriaens, Hendri","The Influence of the Big Five Personality Factors on Mental Health Before and During the COVID-19 Pandemic: A Prospective Study","Psychological Reports","","0033-2941","10.1177/00332941241300949","https://doi.org/10.1177/00332941241300949","The Big Five personality factors (PF) are considered to be predictive of mental health problems, but it is unclear if these factors equally contributed to mental health problems during the COVID-19 pandemic compared to before the pandemic. This prospective study aimed to fill this knowledge gap. For this purpose data was extracted from the population-based LISS-panel. We included adult respondents (Nmales = 1,838, Nfemales = 1892) who participated in three surveys before the pandemic (T1March-2019, T2May-2019, T3November-2019) and in three surveys during the pandemic in 2020 (T4March-2020, T5May-2020, T6november-2020). Multivariate logistic regression analyses were used to examine and compare the longitudinal associations between PF at T2May-2019 and moderate-severe anxiety and depressions symptoms (ADS) at T3November-2019, and longitudinal associations between PF at T5May-2020 and ADS at T5November-2020 among males and females. Control variables (pre-existing ADS, lack support, demographics) were retrieved from the T1March-2019 and T4March-2020 surveys, respectively. For the present study we distinguished five levels (very high to very low) of each PF. For both sexes, those with (very) low emotional stability and/or conscientiousness had considerably higher rates of ADS compared to those with very high levels of the same trait. These findings were similar both before and during the pandemic. Moreover, we found no indications that those with a certain level of a PF during the pandemic were more of less at risk for ADS or persistent ADS, than those with the same level of the same PF before the pandemic. Thus, we found no indications that the pandemic affected the impact of personality factors on moderate-severe anxiety and depressions symptoms.","2024-11-21","2024-11-25 15:32:33","2025-01-06 12:44:21","2024-11-25 15:32:27","00332941241300949","","","","","Psychol Rep","The Influence of the Big Five Personality Factors on Mental Health Before and During the COVID-19 Pandemic","","","","","","","","","","","","SAGE Journals","","0 citations (Crossref) [2025-01-06] Publisher: SAGE Publications Inc","","C:\Users\angel\Zotero\storage\ZXHPH2VT\van der Velden et al. - 2024 - The Influence of the Big Five Personality Factors .pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"N9TA6FAD","thesis","2024","Makhija, Kanika","FINDABILITY OF CULTURAL HERITAGE DATASETS","","","","","https://hbo-kennisbank.nl/details/sharekit_ahk:oai:surfsharekit.nl:f7744f63-bf9c-4d35-8edd-af95821f95b0","This research report investigates the challenges and opportunities in improving the findability of cultural heritage datasets for social science and humanities (SSH) researchers, focusing on the SSHOC-NL project and Task 2.3. The study employs a mixed-methods approach, combining user interviews, technical expert consultations, and a review of existing literature to address key issues in data discoverability. Findings reveal that users' experiences are significantly influenced by their technical skills, educational background, and database awareness. Users with higher technical skills generally have more positive experiences, while those with lower skills face barriers related to platform usability and access methods. The report identifies several critical areas for improvement, including metadata quality, user interface design, and tailored support. Recommendations include enhancing metadata standardization, simplifying access methods, developing customized training programs, and increasing database awareness through academic and professional channels. The study also highlights the importance of integrating user feedback and fostering interdisciplinary collaboration to address the diverse needs of SSH researchers. By focusing on these areas, Task 2.3 can enhance the findability and usability of cultural heritage datasets, ultimately supporting more effective research and data discovery in the SSH fields.","2024-08-19","2025-01-15 12:03:16","2025-01-15 12:03:47","2025-01-15 12:03:06","","","","","","","","","","","","foaf:name","","en","","","","","hbo-kennisbank.nl","","","","","","SSHOC-NL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6U8IGX7E","preprint","2025","Candellone, Elena; Babul, Shazia'Ayn; Togay, Özgür; Bovet, Alexandre; Garcia-Bernardo, Javier","Negative Ties Highlight Hidden Extremes in Social Media Polarization","","","","10.48550/arXiv.2501.05590","http://arxiv.org/abs/2501.05590","Human interactions in the online world comprise a combination of positive and negative exchanges. These diverse interactions can be captured using signed network representations, where edges take positive or negative weights to indicate the sentiment of the interaction between individuals. Signed networks offer valuable insights into online political polarization by capturing antagonistic interactions and ideological divides on social media platforms. This study analyzes polarization on Men\'eame, a Spanish social media that facilitates engagement with news stories through comments and voting. Using a dual-method approach -- Signed Hamiltonian Eigenvector Embedding for Proximity (SHEEP) for signed networks and Correspondence Analysis (CA) for unsigned networks -- we investigate how including negative ties enhances the understanding of structural polarization levels across different conversation topics on the platform. We find that the unsigned Men\'eame network accurately delineates ideological communities, but negative ties are necessary for detecting extreme users who engage in antagonistic behaviors. We also show that far-left users are more likely to use negative interactions to engage across ideological lines, while far-right users interact primarily with users similar to themselves.","2025-01-09","2025-01-15 11:53:59","2025-01-15 11:54:00","2025-01-15 11:53:56","","","","","","","","","","","","arXiv","","","","","","","arXiv.org","","arXiv:2501.05590 [physics]","Comment: 38 pages","","","","Computer Science - Social and Information Networks; Physics - Physics and Society","","","","","","","","","","","","","","","","","","","arXiv:2501.05590","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"WZDLZ7D3","journalArticle","2024","Tykhonov, Vyacheslav; Rijsselberg, Fjodor van; Endarto, Eko","The Next Generation of Data Management with Artificial Intelligence","","","","10.5281/zenodo.14507120","","Building a sustainable and distributed research data infrastructure for the future, utilizing automated metadata translation and enrichment through the integration of knowledge graphs with Large Language Models in the ODISSEI project. An important obstacle with data-driven research lies with the difficulty of knowing what questions the data might have the answers to. Even if rich metadata is provided, these alone are often not sufficient to guide researchers towards new lines of research, which may leave many potentially interesting and novel insights to remain undiscovered. This problem has only exacerbated with the recent digitalization efforts of paper collections and libraries, placing vast amounts of cross-domain heterogeneous data at the researcher’s fingertips. Many of these datasets are now also being published as knowledge graphs, following Linked Data principles, thereby integrating multiple relevant sources of data that have never been together before. This provides unique opportunities for pattern detection methods, which can now leverage the graphs’ deeper relational dependencies and semantics to discover and highlight potentially interesting correlations in the data. Researchers can then inspect these correlations, and, if deemed relevant, use them as starting points for new research directions or as support for existing lines of research.","2024-12-17","2025-01-13 08:41:38","2025-01-13 08:41:39","","","","","","","","","","","","","","","","","","","","Royal Netherlands Academy of Arts and Sciences (KNAW)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"UJCUCNS4","journalArticle","2024","Tykhonov, Vyacheslav","Unlocking Potential with the Dataverse Data Platform","","","","10.5281/zenodo.14169625","","DANS (Data Archiving and Networked Services) actively fosters collaboration across academic and research communities, promoting Open Science and Data Sharing to enhance interdisciplinary work. Through platforms like DataverseNL and DANS Data Stations, DANS provides a national infrastructure for secure, accessible, and long-term data preservation. Additionally, the ODISSEI portal aggregates metadata from multiple sources, creating unified access to diverse datasets and streamlining the discovery process. By publishing DANS metadata as Open Linked Data, the organization promotes transparency and interoperability, making it easier to connect datasets across various disciplines. Shared controlled vocabularies contribute to semantic interoperability, allowing for consistent integration of data from different fields. The Croissant ML standard enables AI-ready metadata by providing machine-readable format that support advanced analysis and research. This integrated infrastructure opens new possibilities, such as automated metadata translation, enrichment, taxonomy creation, and knowledge graph building, all of which are critical to advancements in artificial intelligence and machine learning.","2024-11-18","2025-01-13 08:41:27","2025-01-13 08:41:29","","","","","","","","","","","","","","","","","","","","Royal Netherlands Academy of Arts and Sciences (KNAW)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"X8SZ55AT","journalArticle","2024","Tykhonov, Vyacheslav","ODISSEI and Semantic search with multilingually in data repositories","","","","10.5281/zenodo.14622246","","ODISSEI, the Open Data Infrastructure for Social Science and Economic Innovations, is part of the Dutch National Roadmap for large-scale research infrastructure. DANS in the collaboration with VU (Amsterdam) has developed the ODISSEI Portal, which integrates metadata from various sources, enabling support of multiple languages and advanced semantic searches to improve data discovery and access.","2024-11-27","2025-01-13 08:40:41","2025-01-13 08:40:43","","","","","","","","","","","","","","","","","","","","Royal Netherlands Academy of Arts and Sciences (KNAW)","","Publisher: Zenodo","<p>“Dataverse and AI” workshop</p>","","","","data portal; dataverse; odissei; semantic search","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"LSJZZ2RH","journalArticle","","Suari-Andreu, Eduard; van Lent, Max","Time to Give: Poor Health as a Trigger for Inter-Vivos Transfers","","","","","","In this study we investigate the role of health status as a predictor of wealth transfers between households (inter-vivos transfers). To that end, we use high-quality administrative data for the whole population of the Netherlands. Using data on hospital intakes, we construct a measure of health shocks based on the existing literature. We use this measure to carry out an event study that exploits the randomness in the exact timing of the shock. Our results show a signiﬁcant and positive increase in the probability of giving during the years following a health shock. Further analysis indicates that this result does not reﬂect the presence of an exchange motive for giving, and that it does point to the use of inter-vivos transfers as an instrument to avoid inheritance taxes. Our results have relevant implications for social policies that redistribute wealth across individuals as well as for the design of gift and inheritance tax schedules.","","2025-02-17 08:52:36","2025-02-17 08:52:42","","","","","","","","","","","","","","","en","","","","","Zotero","","","","C:\Users\angel\Zotero\storage\HX965ETI\Suari-Andreu and van Lent - Time to Give Poor Health as a Trigger for Inter-V.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TMHFE72E","journalArticle","","Bijen, Loet","Predicting Life Satisfaction Of The Dutch Population: A Supervised Machine Learning Approach The impact of model complexity and health conditions","","","","","","Life satisfaction is directly linked to living long and healthy, while being dissatisfied is linked to illness and death. Hence there is a need to identify those that are dissatisfied with life, which few studies to date have attempted. The main goal of this study is building a classification model for life satisfaction, with two supplementary goals. First studying the impact of medical conditions on model predictions and second the effect subjective measures on model performance. To accomplish this task a wide range of models are applied to data provided by the LISS panel. The models are: Logistic Regression, Linear SVC, SVM, Random Forest and LightGBM, so linear, non-linear and ensemble models are included in the analyses. Due to lack of research on classification of life satisfaction, a dummy classifier is used as a baseline.","","2025-02-11 12:03:10","2025-02-11 12:03:10","","","","","","","","","","","","","","","en","","","","","Zotero","","","","C:\Users\angel\Zotero\storage\PPHIPE8A\Bijen - Predicting Life Satisfaction Of The Dutch Populati.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"RUK63BRS","journalArticle","","Bens, Jordi","EVALUATING MACHINE LEARNING METHODS FOR PREDICTING ENTREPRENEURSHIP USING ENTREPRENEURIAL AND PERSONALITY TRAITS DATA","","","","","","The thesis addresses the problem of accurately predicting if some individual is an entrepreneur or not using different machine learning models. The main research question of this thesis is: ""Which machine learning model performs best in predicting entrepreneurship, using the LISS panel datasets, based on F1-score?"" This question arises from a gap in the literature where few studies compare different machine learning models on the same or another specific dataset. The approach in this thesis stands out by evaluating four models: Logistic Regression (LR), Decision Tree (DT), Random Forest (RF), and Extreme Gradient Booster (XGBoost), using the LISS panel datasets 'Entrepreneurship 2018' and 'Personality 2018'. The methodology include handling class imbalance through techniques like Synthetic Minority Oversampling Technique (SMOTE) and feature selection using Recursive Feature Elimination (RFE), as well as using SHapley Additive exPlanations (SHAP) for model interpretation. The dataset comprises 2,293 respondents with detailed personality and entrepreneurship-related traits. The main findings indicate that the LR model outperforms others with an accuracy of 85% and an F1-score of 0.43 for entrepreneurs. Despite attempts to improve performance using SMOTE and RFE, these methods did not significantly enhance results. SHAP analysis revealed 'age' and 'risk aversion' as the most impactful predictors, providing valuable insights for both scientific understanding and practical applications in recruitment and managerial contexts.","","2025-02-11 12:02:36","2025-02-11 12:02:37","","","","","","","","","","","","","","","en","","","","","Zotero","","","","C:\Users\angel\Zotero\storage\7ZM8YCW4\Bens - EVALUATING MACHINE LEARNING METHODS FOR PREDICTING.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"I2GPZBAJ","preprint","2025","Morselli, Francesca; Touber, Jetze; Scharnhorst, Andrea","Fostering Data Communities -- perspective from a Data Archive Service Provider","","","","10.48550/arXiv.2502.02321","http://arxiv.org/abs/2502.02321","This paper aims to bridge between the current scientific discourse about the dynamics of data communities in research infrastructures and practical experiences at a data archive which provides services for such data communities. We describe and analyse policies and practices within DANS-KNAW, the Dutch national centre of expertise and repository for research data concerning the interaction with communities in general. We take the case of the emerging DANS Data Station Life Sciences to study how a data archive navigates between observation of data research needs and anticipation of research data archival solutions. This paper offers a unique view of the complex dynamics between data communities (including lay experts) and data service providers. It adds nuances to understanding the emergence of a data community and the role of data service providers, both supporting and shaping, in this process.","2025-02-04","2025-02-10 08:56:36","2025-02-10 08:57:30","2025-02-10 08:56:33","","","","","","","","","","","","arXiv","","","","","","","arXiv.org","","arXiv:2502.02321 [cs]","","","","SSHOC-NL (2025)","Computer Science - Digital Libraries","","","","","","","","","","","","","","","","","","","arXiv:2502.02321","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"F6IMA2TL","webpage","","Van Hedel, Karen; André, Stéfanie; Besamusca, Janna; Van Valkengoed, Irene; Yerkes, Mara","Perceived stress in relation to working ... | Open Research Europe","","","","","https://open-research-europe.ec.europa.eu/articles/5-35","Introduction Stress is associated with adverse physical and mental health outcomes. While work hours have been linked to health and stress outcomes, part-time work may be used to manage work and care responsibilities and thus potentially reduce stress. We examined this relationship in the Netherlands, where part-time work is very common among women, during the COVID-19 pandemic – a period when stress levels were potentially high(er). Methods Data included 1,220 men and women in the Netherlands aged 24 to 64 years from the COGIS-NL study (Wave 2, June 2020) and other modules of the Longitudinal Internet studies for the Social Sciences panel. Kitagawa-Oaxaca-Blinder decomposition analyses were used to analyse gender differences in perceived stress in relation to weekly work hours (<20 hours, short part-time; 20-34 hours, long part-time; 35 hours or more, full-time). Cross-sectional ordinary least squares regression analyses further tested these associations, and any potential mediation by perceived work-life balance, controlling for age, educational level, family situation, and employment situation. Results Gender differences in stress can be attributed to differential effects of part-time employment on men and women’s perceived stress levels. Long part-time work hours were associated with lower stress levels for women, but not for men, and it was only associated with lower stress levels for mothers with co-resident minor children and not for women without. Perceived work-life balance was independently associated with stress but did not mediate the relationship between work hours and stress. Conclusions Higher stress levels among women are likely attributable to differential effects of part-time work on men and women’s stress levels. Working fewer hours (<35) buffered perceived stress for mothers, but not for fathers or individuals without co-resident minor children. Although perceived work-life balance was associated with perceived stress, it did not influence the relationship of work hours with stress.","","2025-02-07 07:45:00","2025-02-07 07:47:05","2025-02-07 07:44:54","","","","","","","","","","","","","","","","","","","","","","","C:\Users\angel\Zotero\storage\KXXZZPLQ\5-35.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"NV99DEDM","journalArticle","","Chang, Li Ya","Predicting Individual's Fertility Intentions in the Netherlands Utilizing Dummy Classifier, Naive Bayes, XGBoost and Random Forest","","","","","","","","2025-02-07 07:43:26","2025-02-07 07:43:29","","","","","","","","","","","","","","","en","","","","","Zotero","","","","C:\Users\angel\Zotero\storage\NXRJQ4LL\Chang - Predicting Individual's Fertility Intentions in th.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4GZP6WIJ","journalArticle","","Biesenbeek, Cindy","The effect of unemployment, housing tenure and commuting distance on interregional migration in the Netherlands","Regional Studies","","0034-3404","10.1080/00343404.2024.2442500","https://doi.org/10.1080/00343404.2024.2442500","Despite an extensive literature on interregional migration, heterogeneity of migration costs is not well understood. This paper examines heterogeneity of well-known migration costs over groups, time and distance using a highly granular panel dataset for the Netherlands. The results suggest that renters in social housing are less mobile than those in private housing, since regional waiting lists increase migration costs. Unemployment only affects mobility during the first three months of unemployment. Interregional mobility increases substantially with current commuting distance. Future research should include more detailed measures to account for heterogeneity.","","2025-02-05 08:24:47","2025-02-25 07:56:43","2025-02-05 08:24:43","1-14","","0","0","","","","","","","","","","","","","","","Taylor and Francis+NEJM","","0 citations (Crossref) [2025-02-25] Publisher: RSA Website _eprint: https://doi.org/10.1080/00343404.2024.2442500","","C:\Users\angel\Zotero\storage\97K6V8B4\Biesenbeek - The effect of unemployment, housing tenure and com.pdf","","","commuting; interregional migration; J61; J64; mobility; R23; regional labour markets; unemployment","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BDMVCGSL","manuscript","","Yerkes, Mara; André, Stéfanie; Beckers, Debby; Besamusca, Janna; Kruyen, Peter; Remery Chantal; Van der Zwan, Roos; Geurts, Sabine","Intelligent lockdown, intelligent effects? The impact of the Dutch COVID-19 ‘intelligent lockdown’ on gendered work and family dynamics among parents","","","","","https://scholar.google.com/scholar_url?url=https://research-portal.uu.nl/files/187840573/Manuscript_Yerkes_et_al.docx&hl=en&sa=X&d=2712264796685282443&ei=0M6ZZ--XFKSK6rQPsNjJsAw&scisig=AFWwaeZ-gImafDChsILYKmzq9uOw&oi=scholaralrt&hist=PTX-OlwAAAAJ:16197074025905864147:AFWwaebvFXdXKMJ7RxzQB9JEEwZE&html=&pos=0&folt=kw","This study examines the impact of the Dutch ‘intelligent lockdown’ during the COVID-19 pandemic on work and family dynamics among parents. This ‘intelligent lockdown’ relied on a combination of restrictive measures and an emphasis on individual responsibility as a means of lessening the spread and health impact of the pandemic. However, the COVID-19 pandemic is more than a public health crisis. Lockdown measures had substantial societal effects, including a significant impact on parents with (young) children. Given gender inequality existent prior to the pandemic, the question arises to what extent the consequences of the lockdown varied for mothers and fathers. Using representative survey data gathered among Dutch parents in April 2020, we explore changes in three areas: paid work, the division of care and household work, and quality of life (leisure, work-life balance, relationship dynamics). Our linear probability and multinomial logistic models demonstrate that the way in which families were impacted by the COVID-19 pandemic reflects a complex gendered reality. We find that gender inequality patterns in the division of paid work, care work, and housework continue to exist. Moreover, the unique situation created by restrictive lockdown measures magnified some inequalities while others were lessened. We find evidence of increased gender inequality in relation to paid work and quality of life, yet a decrease in gender inequality in the division of care and household tasks. During the lockdown, Dutch fathers reported doing more care and household tasks than before. The insights provided here offer key comparative references for understanding the broader impact of lockdown measures on work and family dynamics, as well as quality of life as we move forward in the COVID-19 pandemic.","","2025-01-29 09:29:59","2025-01-29 09:33:25","2025-01-29 09:29:59","","44","","","","","","","","","","","","","","","","","","","","","C:\Users\angel\Zotero\storage\7BVV7LTP\scholar_url.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"78NW9CDM","journalArticle","2025","Custers, Gijs","Implementation Barriers and Program Effectiveness: A Quasi-Experimental Study on an Extended School Week","Educational Policy","","0895-9048","10.1177/08959048241309345","https://doi.org/10.1177/08959048241309345","This study investigates the impact of an extended school week in 30 primary schools on track recommendations, an achievement-related outcome, at the school level. The intervention is part of a major urban policy in one of the most disadvantaged areas in the Netherlands. Register data are used to examine changes in track recommendations between 2010 and 2020. Control schools are selected through genetic matching based on educational and demographic variables, after which comparative interrupted time series estimate the causal effect. The findings show that, on average, track recommendations in the intervention schools did not structurally increase compared to the control schools. We critically discuss how these results might relate to implementation barriers such as the partial top-down design, program quality and coordination, and teacher shortages. We contribute to the literature by showing how difficulties with program implementation are likely to produce null findings.","2025-02-24","2025-02-27 08:13:08","2025-03-03 13:54:31","2025-02-27 08:13:07","08959048241309345","","","","","","Implementation Barriers and Program Effectiveness","","","","","","","","","","","","SAGE Journals","","0 citations (Crossref) [2025-03-03] Publisher: SAGE Publications Inc","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"64RMFQ6J","preprint","2025","Martorana, Margherita; Kuhn, Tobias; Ossenbruggen, Jacco van","Metadata-driven Table Union Search: Leveraging Semantics for Restricted Access Data Integration","","","","10.48550/arXiv.2502.20945","http://arxiv.org/abs/2502.20945","Over the past decade, the Table Union Search (TUS) task has aimed to identify unionable tables within data lakes to improve data integration and discovery. While numerous solutions and approaches have been introduced, they primarily rely on open data, making them not applicable to restricted access data, such as medical records or government statistics, due to privacy concerns. Restricted data can still be shared through metadata, which ensures confidentiality while supporting data reuse. This paper explores how TUS can be computed on restricted access data using metadata alone. We propose a method that achieves 81% accuracy in unionability and outperforms existing benchmarks in precision and recall. Our results highlight the potential of metadata-driven approaches for integrating restricted data, facilitating secure data discovery in privacy-sensitive domains. This aligns with the FAIR principles, by ensuring data is Findable, Accessible, Interoperable, and Reusable while preserving confidentiality.","2025-02-28","2025-03-11 09:41:08","2025-03-11 09:42:56","2025-03-11 09:40:56","","","","","","","Metadata-driven Table Union Search","","","","","arXiv","","","","","","","arXiv.org","","arXiv:2502.20945 [cs]","","C:\Users\angel\Zotero\storage\523M22PA\Martorana et al. - 2025 - Metadata-driven Table Union Search Leveraging Sem.pdf; C:\Users\angel\Zotero\storage\F8B6TL74\2502.html","","Roadmap","Computer Science - Databases","","","","","","","","","","","","","","","","","","","arXiv:2502.20945","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EZHZMK2J","webpage","","Nivette, A.E; Van der Vegt, I","Assessing the causal mechanisms underlying procedural justice theory in the Netherlands","","","","","https://scholar.google.com/scholar_url?url=https://osf.io/2k83p_v1/download&hl=en&sa=X&d=9414931707813327732&ei=mBDZZ-SrAZyV6rQPpZCUsQI&scisig=AFWwaeZ0EeDOFv-7TS3gV_A8ZuaP&oi=scholaralrt&hist=PTX-OlwAAAAJ:16197074025905864147:AFWwaebvFXdXKMJ7RxzQB9JEEwZE&html=&pos=0&folt=kw","Increasingly researchers are assessing the causal effects of procedurally just treatment by police on public attitudes using experimental vignettes across the world. However, there are two key limitations to this body of research, particularly when drawing causal conclusions about theoretical mechanisms. The first is that most research on procedural justice, and particularly using experimental vignettes, has been conducted in countries with similar roots in policing (i.e., Anglo-Saxon, English-speaking countries). The second limitation is that research on procedural justice theory using vignettes often fails to closely assess the mechanisms and potential confounds linking experiences of treatment and subsequent attitudes. The current study aims to address both of these gaps by replicating US experimental vignettes among a representative sample of Dutch residents. Specifically, we field a 3x2x2 between-subjects vignette to assess different components of procedurally just treatment by police on individual attitudes during a traffic stop. We assess causal assumptions using a series of follow-up questions about placebo characteristics, and investigate underlying mechanisms by analysing open-text responses following each police legitimacy item. The results from the current study show that, while procedurally just treatment by police was statistically related to perceptions of encounter-specific police legitimacy, the strength of the causal effect and underlying mechanisms were not so clear. Not only was a key causal assumption violated, indicating that the effect does not run only through the treatment, but respondents suggested that they would comply and trust police in the situation based on broader societal norms and expectations, not necessarily because of police behavior. Methodologically, our study suggests that researchers using experimental vignettes need to pay more attention to causal assumptions. Theoretically, our study shows that those interested in testing procedural justice theory (and criminological theories more broadly) must think critically about identifying and evaluating competing mechanisms in different societal and institutional contexts.","","2025-03-18 07:23:21","2025-03-18 07:26:17","2025-03-18 07:22:47","","","","","","","","","","","","","","","","","","","","","","","C:\Users\angel\Zotero\storage\S57724EI\scholar_url.html","","causal assumptions; experimental vignettes; policing; procedural justice; societal norms","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"DBEHD89I","journalArticle","2024","Romanov, Sergei; Siqueira, Abel Soares; Bruin, Jonathan de; Teijema, Jelle; Hofstee, Laura; Schoot, Rens van de","Optimizing ASReview Simulations: A generic Multiprocessing Solution for ‘Light-data’ and ‘Heavy-data’ Users","Data Intelligence","","2096-7004","10.1162/dint_a_00244","https://www.sciengine.com/10.1162/dint_a_00244","Active learning can be used for optimizing and speeding up the screening phase of systematic reviews. Running simulation studies mimicking the screening process can be used to test the performance of different machine-learning models or to study the impact of different training data. This paper presents an architecture design with a multiprocessing computational strategy for running many such simulation studies in parallel, using the ASReview Makita workflow generator and Kubernetes software for deployment with cloud technologies. We provide a technical explanation of the proposed cloud architecture and its usage. In addition to that, we conducted 1140 simulations investigating the computational time using various numbers of CPUs and RAM settings. Our analysis demonstrates the degree to which simulations can be accelerated with multiprocessing computing usage. The parallel computation strategy and the architecture design that was developed in the present paper can contribute to future research with more optimal simulation time and, at the same time, ensure the safe completion of the needed processes.","2024-09-11","2025-03-24 14:40:19","2025-03-24 14:40:23","2025-03-24 14:40:15","320-343","","2","6","","DI","Optimizing ASReview Simulations","","","","","","","en_US","","","","","www.sciengine.com","","Publisher: Beijing Zhongke Journal Publising Co. Ltd.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MRMR3A9U","preprint","2025","Johansson, Moa; Tykhonov, Vyacheslav; Alexandersson, Sophia; Ferguson, Kim; Hanlon, James; Scharnhorst, Andrea; Osborne, Nigel","A Knowledge Base for Arts and Inclusion -- The Dataverse data archival platform as a knowledge base management system enabling multimodal accessibility","","","","10.48550/arXiv.2504.05976","http://arxiv.org/abs/2504.05976","Creating an inclusive art environment requires engaging multiple senses for a fully immersive experience. Culture is inherently synesthetic, enriched by all senses within a shared time and space. In an optimal synesthetic setting, people of all abilities can connect meaningfully; when one sense is compromised, other channels can be enhanced to compensate. This is the power of multimodality. Digital technology is increasingly able to capture aspects of multimodality. To document multimodality aspects of cultural practices and products for the long-term remains a challenge. Many artistic products from the performing arts tend to be multimodal, and are often immersive, so only a multimodal repository can offer a platform for this work. To our knowledge there is no single, comprehensive repository with a knowledge base to serve arts and disability. By knowledge base, we mean classifications, taxonomies, or ontologies (in short, knowledge organisation systems). This paper presents innovative ways to develop a knowledge base which capture multimodal features of archived representations of cultural assets, but also indicate various forms how to interact with them including machine-readable description. We will demonstrate how back-end and front-end applications, in a combined effort, can support accessible archiving and data management for complex digital objects born out of artistic practices and make them available for wider audiences.","2025-04-08","2025-04-11 06:47:02","2025-04-11 06:47:02","2025-04-11 06:46:59","","","","","","","","","","","","arXiv","","","","","","","arXiv.org","","arXiv:2504.05976 [cs]","Comment: submitted to HCI 2025, session Human-Centred Design for Participation and Inclusion","","","","Computer Science - Digital Libraries","","","","","","","","","","","","","","","","","","","arXiv:2504.05976","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3KJJTYEH","journalArticle","2025","Jansen, Giedo; Janssen, Suzanne; Levels, Mark; Fregin, Marie-Christine","Why are employees most susceptible to automation least likely to retrain? Automation risks and inequalities in learning intention, perceived opportunities, and learning participation among employee groups","Economic and Industrial Democracy","","0143-831X","10.1177/0143831X251331749","https://doi.org/10.1177/0143831X251331749","The rise of intelligent technologies is believed to change job requirements, urging individuals to engage in work-related learning to stay employable. Studies on workers? learning participation found that employees who are most at risk of automation are least likely to engage in work-related learning. To better understand this paradox, this study investigates to what extent differences in work-related learning for technological adaptation are explained by (a) workers? actual automation risk, (b) their subjective perception of automation risks, (c) differences in their learning intention, and (d) access to lifelong development opportunities and supportive learning environments. Novel survey data on Dutch employees (N = 1,719) are used. The results based on (generalized) structural equation modeling show that differences in learning between high- and low-risk workers can be explained by workers? differences in their learning intentions and their (perceived) access to education and supportive learning environments, but not by their subjective perceptions of automation.","2025-04-18","2025-04-22 07:19:54","2025-04-22 07:20:35","2025-04-22 07:19:51","0143831X251331749","","","","","","Why are employees most susceptible to automation least likely to retrain?","","","","","","","","","","","","SAGE Journals","","Publisher: SAGE Publications Ltd","","","","LISS panel (2019)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
